"name","abbreviated_name","authorized_bidder","company","fax_number","project_id"
CALANCE*,CALAN010,true,CALANCE*,,1171223
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1171223
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1171223
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1171506
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1171506
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1171506
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1171565
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1171565
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1171974
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1171974
BARRIER CORP *,BARCO010,true,BARRIER CORP *,(847) 965-7841,1172268
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1172268
OOSTERBAAN & SONS CO *,OOSSO010,true,OOSTERBAAN & SONS CO *,(708) 371-9991,1172268
IRWIN TELESCOPIC SEATING CO,IRWTE010,true,IRWIN TELESCOPIC SEATING CO,(618) 483-5539,1172268
BOFO WATERPROOFING LLC *,BOFWA010,true,BOFO WATERPROOFING LLC *,(708) 687-3585,1172268
OOSTERBAAN & SONS CO. *,OOSTS010,true,OOSTERBAAN & SONS CO. *,,1172268
"RATHS, RATHS & JOHNSON INC",RATRA900,true,"RATHS, RATHS & JOHNSON INC",,1172268
CALANCE*,CALAN010,true,CALANCE*,,1172268
SHAMBAUGH & SON LP,SHASO010,true,SHAMBAUGH & SON LP,"",1172268
CUSTOM MILLWORK & DISPLAY INC,CUSMI010,true,CUSTOM MILLWORK & DISPLAY INC,,1172268
RIETH-RILEY CONSTRUCTION CO INC,RIERI010,true,RIETH-RILEY CONSTRUCTION CO INC,"",1172268
LARSON DANIELSON CONSTRUCTION CO,LARDA015,true,LARSON DANIELSON CONSTRUCTION CO,,1172268
NAVARRE INC,NAVIN010,true,NAVARRE INC,,1172268
STAN'S PAINTING & DECORATING,STAPA030,true,STAN'S PAINTING & DECORATING,"",1172268
BEAM INDUSTRIES CONSULTING INC,,true,BEAM INDUSTRIES CONSULTING INC,"",1172268
RITSCHARDS BROS INC,RITBR010,true,RITSCHARDS BROS INC,,1172268
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1172495
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1172495
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1172514
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1172514
ARSEE ENGINEERS INC,ARSEN010,true,ARSEE ENGINEERS INC,(317) 594-9590,1172561
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1172561
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1172561
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1172641
FOXWOOD WINE CELLARS,FOXWI005,true,FOXWOOD WINE CELLARS,,1124393
GILCO SCAFFOLDING CO LLC,GILSC010,true,GILCO SCAFFOLDING CO LLC,(847) 298-1797,1172641
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1172641
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1172641
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1172641
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1172647
PERFECTION CUSTOM CLOSETS,PERCU010,true,PERFECTION CUSTOM CLOSETS,"",1124393
MOULDINGS ONE,MOUON010,true,MOULDINGS ONE,"",1124393
CALANCE*,CALAN010,true,CALANCE*,,1172647
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1172647
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1172653
CALANCE*,CALAN010,true,CALANCE*,,1172653
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1172658
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1172658
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1172658
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1172668
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1172668
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1172668
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1172746
GIMBEL ABRAMS + SINGER,GIMAB010,true,GIMBEL ABRAMS + SINGER,(312) 782-6574,1172746
STERLING BAY,STEBA900,true,STERLING BAY,"",1172746
PRIME SCAFFOLD INC *,PRISC010,true,PRIME SCAFFOLD INC *,(630) 595-4352,1172746
REITANO DESIGN GROUP,REIDE010,true,REITANO DESIGN GROUP,,1172746
"1448 LAKE SHORE DRIVE BUILDING CORP","144LA900",true,"1448 LAKE SHORE DRIVE BUILDING CORP","",1172861
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1172861
CALANCE*,CALAN010,true,CALANCE*,,1172861
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1173078
CALANCE*,CALAN010,true,CALANCE*,,1173078
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1173078
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1173229
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1173519
HYATT LODGE,HYALO900,true,HYATT LODGE,(630) 990-8287,1173519
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1173533
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1173533
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1173533
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1173657
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1173657
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1173657
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1173657
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1173809
CALANCE*,CALAN010,true,CALANCE*,,1173809
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1173809
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1173896
CALANCE*,CALAN010,true,CALANCE*,,1173896
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1173938
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1173938
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1173938
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1174013
UNIVERSITY CLUB OF CHICAGO,UNICL010,true,UNIVERSITY CLUB OF CHICAGO,(312) 726-0620,1174013
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1174013
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1174014
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1174014
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1174025
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1174025
CALANCE*,CALAN010,true,CALANCE*,,1174025
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1174025
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1174189
CALANCE*,CALAN010,true,CALANCE*,,1174189
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1174189
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1174653
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1174653
ALLAN ETTINGER,ETTAL900,true,ALLAN ETTINGER,,1174653
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1175015
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1175307
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1175307
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1175333
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1175333
CALANCE*,CALAN010,true,CALANCE*,,1175333
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1175333
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1175333
CALANCE*,CALAN010,true,CALANCE*,,1175352
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1175352
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1175352
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1175752
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1176910
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1177114
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1177594
CALANCE*,CALAN010,true,CALANCE*,,1177594
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1177765
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1177765
CALANCE*,CALAN010,true,CALANCE*,,1177765
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1177765
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1177765
GLENBARD WASTEWATER AUTHORITY,GLEWA010,true,GLENBARD WASTEWATER AUTHORITY,"",1177765
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1177789
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1177789
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1177789
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1178536
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1178536
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1178536
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1178536
Owner TEST Company,"",true,Owner TEST Company,"",1178772
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1178772
Owner TEST Company,"",true,Owner TEST Company,"",1178971
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1178971
CALANCE*,CALAN010,true,CALANCE*,,1178971
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1179049
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1179049
CALANCE*,CALAN010,true,CALANCE*,,1179049
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1180307
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1180307
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1180307
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1180870
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1180870
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1180921
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1180921
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1180977
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1180977
METROPOLITAN OF SKOKIE CONDOMINIUM ASSOCIATION,METSK900,true,METROPOLITAN OF SKOKIE CONDOMINIUM ASSOCIATION,"",1180977
CALANCE*,CALAN010,true,CALANCE*,"",1180977
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1180977
CALANCE*,CALAN010,true,CALANCE*,"",1180985
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1180985
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1181733
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1181733
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1182209
PEERLESS ENTERPRISES INC,PEEFE010,true,PEERLESS ENTERPRISES INC,,1182209
C J ERICKSON PLUMBING CO *,ERICJ010,true,C J ERICKSON PLUMBING CO *,"708-371-3885",1182209
ELLIOT CONSTRUCTION CORP *,ELLCO010,true,ELLIOT CONSTRUCTION CORP *,(630) 469-1957,1182209
CUSHING & CO,CUSCO010,true,CUSHING & CO,(312) 799-8353,1182209
DANT CLAYTON CORP,DANCL010,true,DANT CLAYTON CORP,"",1182209
DICKERSON ENGINEERING INC,DICEN010,true,DICKERSON ENGINEERING INC,(847) 966-0294,1182209
COBRA CONCRETE CUTTING SERVICES CO,COBCO010,true,COBRA CONCRETE CUTTING SERVICES CO,(773) 794-9999,1182209
PRESTIGE DISTRIBUTION INC *,PREDI010,true,PRESTIGE DISTRIBUTION INC *,(847) 480-7668,1182209
TRACK SURFACES CO,TRASU010,true,TRACK SURFACES CO,SAME,1182209
CCI FLOORING INC *,CCIFL010,true,CCI FLOORING INC *,(888) 765-6428,1182209
ANAGNOS DOOR COMPANY LLC*,ANADO010,true,ANAGNOS DOOR COMPANY LLC*,(708) 728-9026,1182209
NATIONAL SPORTS NETS LLC,NATSP010,true,NATIONAL SPORTS NETS LLC,"",1182209
ABBEY PAVING CO INC,ABBPA010,true,ABBEY PAVING CO INC,(630) 585-7216,1182209
PINNACLE DECORATING INC,PINDE010,true,PINNACLE DECORATING INC,(708) 447-7920,1182209
CHRISTY WEBBER LANDSCAPES,WEBCH010,true,CHRISTY WEBBER LANDSCAPES,(773) 533-0771,1182209
DEPAUL COLLEGE PREP,DEPCO010,true,DEPAUL COLLEGE PREP,(773) 539-9158,1182209
ATOMATIC MECHANICAL SERVICES INC,ATOME010,true,ATOMATIC MECHANICAL SERVICES INC,"847-818-4302",1182209
THE SLIDING DOOR CO,SLIDO010,true,THE SLIDING DOOR CO,"",1182209
MANSKE DIECKMANN THOMPSON,MANDI010,true,MANSKE DIECKMANN THOMPSON,"773-561-9648",1182209
MDC ARCHITECTS P C,MDCAR010,true,MDC ARCHITECTS P C,"630-830-0316",1182209
TRIMARK MARLINN,TRIMA020,true,TRIMARK MARLINN,"708-496-1930",1182209
"MOODY NOLAN, INC.",MOONO010,true,"MOODY NOLAN, INC.","",1182209
NORTHWESTERN MEMORIAL HOSPITAL,NORME900,true,NORTHWESTERN MEMORIAL HOSPITAL,"",1182209
"RATHS, RATHS & JOHNSON INC",RATRA010,true,"RATHS, RATHS & JOHNSON INC","630-325-2866",1172268
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1175752
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1175752
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1176910
HRC MARBLE LLC,MARRE020,true,HRC MARBLE LLC,,1182209
TS ENGINEERING LLC,TSENG010,true,TS ENGINEERING LLC,,1182209
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1182209
FIELDTURF USA INC,FIEUS010,true,FIELDTURF USA INC,,1182209
HILL FIRE PROTECTION LLC *,HILAH010,true,HILL FIRE PROTECTION LLC *,"847-451-4270",1182209
HILL MECHANICAL CORP,HILME900,true,HILL MECHANICAL CORP,"847-451-4270",1182209
RALPH H SIMPSON CO,SIMRA900,true,RALPH H SIMPSON CO,"630-782-9101",1182209
"WISS, JANNEY, ELSTNER ASSOCIATES INC",WISJA900,true,"WISS, JANNEY, ELSTNER ASSOCIATES INC","847-291-9599",1182209
WSP USA,WSPUS010,true,WSP USA,,1182209
LERCH BATES INC,LERBA010,true,LERCH BATES INC,,1182209
RL EDWARD PARTNERS,RLEDW010,true,RL EDWARD PARTNERS,,1182209
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1182209
EALAIN STUDIO,EALST010,true,EALAIN STUDIO,,1182209
HYATT REGENCY CHICAGO,HYARE901,true,HYATT REGENCY CHICAGO,,1182209
ROCKEY STRUCTURES LLC,ROCST010,true,ROCKEY STRUCTURES LLC,"",1182209
AMS MECHANICAL SYSTEM INC,AMSME900,true,AMS MECHANICAL SYSTEM INC,,1182209
Owner TEST Company,"",true,Owner TEST Company,"",1183078
Architect TEST Company,,true,Architect TEST Company,,1183078
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1183078
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1183078
CALANCE*,CALAN010,true,CALANCE*,,1183078
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1183078
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1183078
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1183472
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1183472
CALANCE*,CALAN010,true,CALANCE*,,1183472
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1183472
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1183472
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1183472
Owner TEST Company,"",true,Owner TEST Company,"",1183529
Architect TEST Company,"",true,Architect TEST Company,"",1183529
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1183529
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,"",1183529
CALANCE*,CALAN010,true,CALANCE*,"",1183529
BOF IL ONE NORTH LASALLE LLC,BOFIL900,true,BOF IL ONE NORTH LASALLE LLC,"",1183529
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1183529
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1183529
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1183532
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1183532
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1183978
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1183978
CALANCE*,CALAN010,true,CALANCE*,,1183978
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1183978
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1183978
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1183978
Subcontractor TEST Company,Test Code,true,Subcontractor TEST Company,(333) 654-9995,1185151
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1185151
BLOCK IRON & SUPPLY CO INC,BLOIR010,true,BLOCK IRON & SUPPLY CO INC,(920) 231-3051,1185151
CALANCE*,CALAN010,true,CALANCE*,,1185151
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1185151
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1185151
N/A,,true,N/A,"",1185151
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1185288
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1185288
CALANCE*,CALAN010,true,CALANCE*,,1185288
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1185288
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1185288
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1185288
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,"",1186315
F H LEINWEBER CO INC,LEIFH010,true,F H LEINWEBER CO INC,(708) 424-9914,1186315
UNITED WOODWORKING INC *,UNIWO010,true,UNITED WOODWORKING INC *,(847) 352-3575,1186315
HARD ROCK CONCRETE CUTTERS INC,HARRO010,true,HARD ROCK CONCRETE CUTTERS INC,(847) 699-0292,1186315
ALL-TECH DECORATING CO *,ALLTE010,true,ALL-TECH DECORATING CO *,(630) 378-0004,1186315
STUDIO VILLANUEVA ARCHITECTURE LLC,STUVI010,true,STUDIO VILLANUEVA ARCHITECTURE LLC,"",1186315
BLOCK IRON & SUPPLY CO INC,BLOIR010,true,BLOCK IRON & SUPPLY CO INC,(920) 231-3051,1186315
CRAIG & COMPANY,CRACO015,true,CRAIG & COMPANY,,1186315
CALANCE*,CALAN010,true,CALANCE*,"",1186315
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,"",1186315
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1186315
Owner TEST Company,"",true,Owner TEST Company,"",1186599
Architect TEST Company,,true,Architect TEST Company,,1186599
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1186599
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1186599
CALANCE*,CALAN010,true,CALANCE*,,1186599
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1186599
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1186599
Owner TEST Company,"",true,Owner TEST Company,"",1187142
Architect TEST Company,,true,Architect TEST Company,,1187142
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1187142
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1187142
CALANCE*,CALAN010,true,CALANCE*,,1187142
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1187142
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1187142
Owner TEST Company,"",true,Owner TEST Company,"",1187820
Architect TEST Company,,true,Architect TEST Company,,1187820
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1187820
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1187820
CALANCE*,CALAN010,true,CALANCE*,,1187820
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1187820
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1187820
Owner TEST Company,"",true,Owner TEST Company,"",1187826
Architect TEST Company,,true,Architect TEST Company,,1187826
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1187826
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1187826
CALANCE*,CALAN010,true,CALANCE*,,1187826
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1189866
CALANCE*,CALAN010,true,CALANCE*,,1189866
Owner TEST Company,"",true,Owner TEST Company,"",1189873
Architect TEST Company,,true,Architect TEST Company,,1189873
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1189873
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1189873
Owner TEST Company,"",true,Owner TEST Company,"",1189879
Architect TEST Company,,true,Architect TEST Company,,1189879
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1189879
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1190813
CALANCE*,CALAN010,true,CALANCE*,,1190813
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1190813
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1190813
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1190841
CALANCE*,CALAN010,true,CALANCE*,,1190841
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1190841
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1190841
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1190841
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1191041
CALANCE*,CALAN010,true,CALANCE*,,1191041
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1191041
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1191078
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1191078
BULLEY & ANDREWS CONCRETE RESTORATION LLC,,true,BULLEY & ANDREWS CONCRETE RESTORATION LLC,,1191078
Owner TEST Company,"",true,Owner TEST Company,"",1191166
Architect TEST Company,,true,Architect TEST Company,,1191166
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1191166
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1191166
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1191166
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1191232
CALANCE*,CALAN010,true,CALANCE*,,1191232
Owner TEST Company,"",true,Owner TEST Company,"",1191263
Architect TEST Company,,true,Architect TEST Company,,1191263
B & A CONCRETE RESTORATION LLC,BULAN023,true,B & A CONCRETE RESTORATION LLC,,1191263
CALANCE*,CALAN010,true,CALANCE*,,1191263
Owner TEST Company,"",true,Owner TEST Company,"",1192176
Architect TEST Company,,true,Architect TEST Company,,1192176
CALANCE*,CALAN010,true,CALANCE*,,1192176
B & A MASONRY RESTORATION LLC,BULAN025,true,B & A MASONRY RESTORATION LLC,,1192176
BULLEY & ANDREWS,BULAN900,true,BULLEY & ANDREWS,,1192176
Owner TEST Company,"",true,Owner TEST Company,"",1192201
Architect TEST Company,,true,Architect TEST Company,,1192201
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1192201
Owner TEST Company,"",true,Owner TEST Company,"",1192384
Architect TEST Company,,true,Architect TEST Company,,1192384
BULLEY & ANDREWS LLC,BULAN020,true,BULLEY & ANDREWS LLC,,1192384
