"project_id","name","display_name","project_number","office_name","project_type_name","description","estimated_start_date","estimated_completion_date","project_start_date","projected_finish_date","last_wokring_update"
1191041,IIT Basement Epoxy Injection (NE Corner Office),"5200071 - IIT Basement Epoxy Injection (NE Corner Office)","5200071","Bulley & Andrews Concrete Restoration, LLC",Commercial,Epoxy Injection (Emergency),,,2020-03-09,,2024-08-06
1191078,NBC Tower Exploratory Opening at Plaza Stair,"5200060 - NBC Tower Exploratory Opening at Plaza Stair","5200060","Bulley & Andrews Concrete Restoration, LLC",Plaza,Exploratory Opening at Plaza Stair,,,2020-03-09,,2024-08-06
1191166,"765 W Adams","4200148 - 765 W Adams","4200148","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-03-09,,2024-08-06
1191232,Healthcare Division Training Project,healthcare_training - Healthcare Division Training Project,healthcare_training,"Bulley & Andrews, LLC",Medical Office Building,,,,2020-03-09,,2024-08-06
1191263,Northwestern Naperville,"4200149 - Northwestern Naperville","4200149","Bulley & Andrews Masonry Restoration, LLC",Healthcare,,,,2020-03-09,,2024-08-06
1192176,Mason & Rook,"4200150 - Mason & Rook","4200150","Bulley & Andrews Masonry Restoration, LLC",Hospitality,,,,2020-03-10,,2024-08-06
1192201,Hotel Zena,"4200151 - Hotel Zena","4200151","Bulley & Andrews Masonry Restoration, LLC",Hospitality,,,,2020-03-10,,2024-08-06
1192384,"1932 N. Burling","4200152 - 1932 N. Burling","4200152","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-03-10,,2024-08-06
1192472,LU Mundelein (facade),"4200153 - LU Mundelein (facade)","4200153","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,2020-08-03,2020-09-01,2020-08-03,2020-09-01,2024-08-06
1192484,LU Cudahy Library,"4200154 - LU Cudahy Library","4200154","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,2020-07-27,2020-09-01,2020-07-27,2020-09-01,2024-08-06
1192519,"160 N. LaSalle","4200155 - 160 N. LaSalle","4200155","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-03-10,,2024-08-06
1193600,"20 N. Clark Slab Repair","5200074 - 20 N. Clark Slab Repair","5200074","Bulley & Andrews Concrete Restoration, LLC",Corporate,,2021-06-01,2021-06-30,2021-06-01,2021-06-30,2024-08-06
1194015,LU Lewis Towers (planter repairs),"4200156 - LU Lewis Towers (planter repairs)","4200156","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-03-11,,2024-03-19
1194370,Kelloggs,"4200157 - Kelloggs","4200157","Bulley & Andrews Masonry Restoration, LLC",Corporate,,2020-06-05,2020-06-05,2020-06-05,2020-06-05,2024-08-06
1194500,"720 Butterfield Garage Drive Lane Recoat","5200075 - 720 Butterfield Garage Drive Lane Recoat","5200075","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-03-11,,2024-08-06
1195369,"3555 N Broadway","4200158 - 3555 N Broadway","4200158","Bulley & Andrews Masonry Restoration, LLC",Historical Restoration,,,,2020-03-12,,2024-08-06
1195664,James Test Project (Delete),"520_James Test  - James Test Project (Delete)","520_James Test ","Bulley & Andrews Concrete Restoration, LLC",Clubs,,2020-04-01,2023-02-28,2020-04-01,2023-02-28,2024-03-19
1196928,Advocate Central Pharmacy Buildout,"1200130 - Advocate Central Pharmacy Buildout","1200130","Bulley & Andrews, LLC",Healthcare,Phase 2a Electrical,,,2020-03-13,,2024-03-19
1197980,Olympia Fields Country Club,"4200159 - Olympia Fields Country Club","4200159","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-03-13,,2024-08-06
1199364,NM Glenview 2nd Floor Buildout,"1200112 - NM Glenview 2nd Floor Buildout","1200112","Bulley & Andrews, LLC",Healthcare,"2500sf renovation of existing office space to convert into new exam rooms.  Includes new flooring, carpeting, millwork, plumbing, and partition wall and ceiling revisions.",2020-06-01,2020-07-13,2020-06-01,2020-07-13,2024-03-19
1199627,Magnolia Hotel,"418070 - Magnolia Hotel","418070","Bulley & Andrews Masonry Restoration, LLC",Hospitality,,,,2020-03-16,,2024-03-19
1199830,"1130 S Michigan","4200162 - 1130 S Michigan","4200162","Bulley & Andrews Masonry Restoration, LLC",Historical Restoration,,,,2020-03-16,,2024-08-06
1199849,Holy Trinity Church Budget,"4200161 - Holy Trinity Church Budget","4200161","Bulley & Andrews Masonry Restoration, LLC",Non-Profit,,,,2020-03-16,,2024-08-06
1199991,"4901 Searle Pkwy Masonry Repairs","4200160 - 4901 Searle Pkwy Masonry Repairs","4200160","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-03-16,,2024-08-06
1202676,Automatic Lofts - Garage Repairs,"5200078 - Automatic Lofts - Garage Repairs","5200078","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-03-18,,2024-08-06
1202705,NBC Tower - Plaza Stair,"5200079 - NBC Tower - Plaza Stair","5200079","Bulley & Andrews Concrete Restoration, LLC",Plaza,,,,2020-03-18,,2024-08-06
1202730,Randolph Street Bridgehouse,"4200163 - Randolph Street Bridgehouse","4200163","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-01-01,2020-12-31,2020-01-01,2020-12-31,2024-03-19
1202981,CPS - Prosser,"4200164 - CPS - Prosser","4200164","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-03-18,,2024-08-06
1203070,CPS - Fernwood,"4200165 - CPS - Fernwood","4200165","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-03-18,,2024-08-06
1203085,CPS - Garvey,"4200166 - CPS - Garvey","4200166","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-03-18,,2024-08-06
1203610,CDOT Navy Pier Flyover,"419005 - CDOT Navy Pier Flyover","419005","Bulley & Andrews Masonry Restoration, LLC",Municipal,,2020-01-01,2022-05-01,2020-01-01,2022-05-01,2024-08-06
1203614,Stockyard Bank Building,"4200167 - Stockyard Bank Building","4200167","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-03-18,,2024-08-06
1203998,The Casino Club Renovation,"1200135 - The Casino Club Renovation","1200135","Bulley & Andrews, LLC",Clubs,Roof replacement project.,2020-08-17,2020-09-18,2020-08-17,2020-09-18,2024-03-19
1204835,"71 S Wacker Leak Investigation","4200168 - 71 S Wacker Leak Investigation","4200168","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-03-19,,2024-08-06
1205078,"16th Street Bridges","4200169 - 16th Street Bridges","4200169","Bulley & Andrews Masonry Restoration, LLC",Municipal,,,,2020-03-19,,2024-08-06
1205825,"71 S. Wacker - B1 Leak Investigation","5200080 - 71 S. Wacker - B1 Leak Investigation","5200080","Bulley & Andrews Concrete Restoration, LLC",Commercial,,,,2020-03-20,,2024-08-06
1206961,"2111 W. Roosevelt Rd. - Loading Dock","5200081 - 2111 W. Roosevelt Rd. - Loading Dock","5200081","Bulley & Andrews Concrete Restoration, LLC",Corporate,,2020-05-05,2020-05-05,2020-05-05,2020-05-05,2024-08-06
1210452,Writers Theatre,"4200170 - Writers Theatre","4200170","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-03-25,,2024-08-06
1211384,Butler University Science Addition & Renovation,"4200171 - Butler University Science Addition & Renovation","4200171","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-03-25,,2024-08-06
1211968,NBC Tower,"4200172 - NBC Tower","4200172","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-03-26,,2024-08-06
1212332,Automatic Lofts - Garage,"4200173 - Automatic Lofts - Garage","4200173","Bulley & Andrews Masonry Restoration, LLC",Historical Restoration,,,,2020-03-26,,2024-08-06
1212733,Raclin Murphy Museum of Art,"119181 - Raclin Murphy Museum of Art","119181","Bulley & Andrews, LLC",Museum,New construction of 3 story Art Museum at the University of Notre Dame,2021-04-05,2023-04-30,2022-06-01,2023-12-04,2024-08-06
1213307,LM test,"12345 - LM test","12345","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-03-27,,2024-08-06
1213697,Capital One Cafe - Detroit,"119166 - Capital One Cafe - Detroit","119166","Bulley & Andrews, LLC",Corporate,interior 2-story buildout,2020-08-24,2021-04-21,2019-06-28,2021-04-21,2024-03-19
1214901,Park School,"4200174 - Park School","4200174","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-03-30,,2024-08-06
1214924,Orland Jr High Schools,"4200175 - Orland Jr High Schools","4200175","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-03-30,,2024-08-06
1214929,Orland Jr High School - Masonry Improvements,"4200176 - Orland Jr High School - Masonry Improvements","4200176","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-03-30,,2024-08-06
1217314,Mayfair Mall Parking Structure Repairs,"5200082 - Mayfair Mall Parking Structure Repairs","5200082","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-04-01,,2024-08-06
1217323,Oak Park District 97 Summer 2020 Renovations,"1200108 - Oak Park District 97 Summer 2020 Renovations","1200108","Bulley & Andrews, LLC",K-12 School,Multiple school renovations and life safety systems upgrades,2020-06-08,2020-08-24,2020-06-08,2020-08-24,2024-03-19
1218739,(Re-Bid) Indianapolis - Market District Parking Garage Repairs,"5200083 - (Re-Bid) Indianapolis - Market District Parking Garage Repairs","5200083","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-04-02,,2024-08-06
1218774,Northwestern University - Ryan Field 2020/2021 Repair & Maintenance,"5200084 - Northwestern University - Ryan Field 2020/2021 Repair & Maintenance","5200084","Bulley & Andrews Concrete Restoration, LLC",Recreational,,,,2020-04-02,,2024-08-06
1219228,Army Corps of Engineering - Sherman Hospital,"1200230 - Army Corps of Engineering - Sherman Hospital","1200230","Bulley & Andrews, LLC",Healthcare,,2020-04-01,2020-04-15,2020-04-01,2020-04-15,2024-03-19
1219301,Army Corps of Engineering - Westlake Hospital,"1200232 - Army Corps of Engineering - Westlake Hospital","1200232","Bulley & Andrews, LLC",Healthcare,,2020-04-03,2020-04-24,2020-04-03,2020-04-24,2024-05-13
1219521,The Barry Condominium,"4200177 - The Barry Condominium","4200177","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-04-02,,2024-08-06
1220489,"Mid America Plaza, Parking Deck Snowplow Damage","5200085 - Mid America Plaza, Parking Deck Snowplow Damage","5200085","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-04-03,,2024-08-06
1220954,"Sherman Hospital, Mechanical Pads","5200086 - Sherman Hospital, Mechanical Pads","5200086","Bulley & Andrews Concrete Restoration, LLC",Healthcare,Place new mechanical pads,,,2020-04-04,,2024-08-06
1221573,"270 E Pearson (inspection)","4200178 - 270 E Pearson (inspection)","4200178","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-04-06,,2024-08-06
1223042,UC 5736 S Woodlawn,"4200179 - UC 5736 S Woodlawn","4200179","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-04-07,,2024-08-06
1223628,D_Stanek_Test Project,"520TEST123 - D_Stanek_Test Project","520TEST123","Bulley & Andrews Concrete Restoration, LLC",Commercial,,2022-02-07,2022-10-14,2022-02-07,2022-10-03,2024-08-06
1223757,Argonne National Lab - 370 Lab C Floor Prep,"5200087 - Argonne National Lab - 370 Lab C Floor Prep","5200087","Bulley & Andrews Concrete Restoration, LLC",Laboratory,,,,2020-04-07,,2024-08-06
1224202,UChicago GCIS PME Squires Lab Renovation,"1200190 - UChicago GCIS PME Squires Lab Renovation","1200190","Bulley & Andrews, LLC",Cleanroom / Controlled Environment Spaces,"Renovation of existing lab space and offices for new researcher.  Laser labs, offices and support space",2020-05-18,2020-08-28,2020-05-18,2020-08-28,2024-03-19
1224273,UChicago Squires Lab,"1200190x - UChicago Squires Lab","1200190x","Bulley & Andrews, LLC",Laboratory,,2020-05-18,2020-08-28,2020-05-18,2020-08-28,2024-03-19
1225051,UChicago Searle 2nd Floor Renovatoin,"119272x - UChicago Searle 2nd Floor Renovatoin","119272x","Bulley & Andrews, LLC",Laboratory,Renovation of 2nd floor of Searle for new wet laboratories and associated offices and support spaces.,2020-06-15,2021-02-12,2020-06-15,2021-02-12,2024-03-19
1226044,"1640 N. Maple","419079 - 1640 N. Maple","419079","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-04-09,,2024-03-19
1226224,"3033 N. Sheridan","4200180 - 3033 N. Sheridan","4200180","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-04-09,,2024-08-06
1226593,"2042 N. Clark","4200181 - 2042 N. Clark","4200181","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-04-10,,2024-08-06
1226600,"30 E. Huron","4200182 - 30 E. Huron","4200182","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,,,2020-04-10,,2024-08-06
1226662,Senate Avenue Parking Garage 2020 Expansion Joint Replacement,"5200088 - Senate Avenue Parking Garage 2020 Expansion Joint Replacement","5200088","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-04-10,,2024-08-06
1227873,"2626 N Lakeview Elevator Modernization","4200183 - 2626 N Lakeview Elevator Modernization","4200183","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-04-13,,2024-08-06
1227998,"611 Randolph Street","4200184 - 611 Randolph Street","4200184","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,,,2020-04-13,,2024-08-06
1228000,Molex Campus Lisle,"4200185 - Molex Campus Lisle","4200185","Bulley & Andrews Masonry Restoration, LLC",Healthcare,,,,2020-04-13,,2024-08-06
1228073,Centre Parking Structure Repairs,"5200089 - Centre Parking Structure Repairs","5200089","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-04-13,,2024-08-06
1228286,"1337 Fargo Ave","4200191 - 1337 Fargo Ave","4200191","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,,,2020-04-13,,2024-08-06
1228831,LU Mundelein (room 409),"4200186 - LU Mundelein (room 409)","4200186","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,2020-07-15,2020-07-29,2020-07-15,2020-07-29,2024-03-19
1228939,Soldier Field - Stadium Bowl Sealant,"5200090 - Soldier Field - Stadium Bowl Sealant","5200090","Bulley & Andrews Concrete Restoration, LLC",Performance Space,,,,2020-04-14,,2024-08-06
1228941,Soldier Field - Parking Garage Maintenance,"5200091 - Soldier Field - Parking Garage Maintenance","5200091","Bulley & Andrews Concrete Restoration, LLC",Performance Space,,,,2020-04-14,,2024-08-06
1229004,Soldier Field - Stadium Facade,"5200092 - Soldier Field - Stadium Facade","5200092","Bulley & Andrews Concrete Restoration, LLC",Performance Space,,,,2020-04-14,,2024-08-06
1229690,Educational Training Project,educational_test - Educational Training Project,educational_test,"Bulley & Andrews, LLC",K-12 School,,,,2020-04-14,,2024-08-06
1229735,"1660 Condominium Parking Garage Repairs","5200095 - 1660 Condominium Parking Garage Repairs","5200095","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,,,2020-04-14,,2024-08-06
1229753,Optima Towers (balcony doors),"4200188 - Optima Towers (balcony doors)","4200188","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-06-01,2020-06-12,2020-06-01,2020-06-12,2024-03-19
1230045,Westlake Hospital - Mechanical Pads,"5200093 - Westlake Hospital - Mechanical Pads","5200093","Bulley & Andrews Concrete Restoration, LLC",Healthcare,New mechanical pads,2020-04-17,2020-04-24,2020-04-17,2020-04-24,2024-08-06
1230211,The Chicago Club,"4200189 - The Chicago Club","4200189","Bulley & Andrews Masonry Restoration, LLC",Private Club,annual repairs,2020-04-27,2020-05-08,2020-04-27,2020-05-08,2024-08-06
1230413,"550 W. Randolph (150 N Clinton)","4200190 - 550 W. Randolph (150 N Clinton)","4200190","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-04-15,,2024-08-06
1230810,"600 W. Chicago Topping Slab Replacement","5200094 - 600 W. Chicago Topping Slab Replacement","5200094","Bulley & Andrews Concrete Restoration, LLC",Commercial,Topping slab replacement,2020-04-15,,2020-04-15,,2024-08-06
1231449,"209 E Lake Shore Dr. (front leak repairs)","4200192 - 209 E Lake Shore Dr. (front leak repairs)","4200192","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-06-01,2020-06-02,2020-06-01,2020-06-02,2024-03-19
1231479,Chicago Riverwalk Steel Grate - Clark Street,"5200096 - Chicago Riverwalk Steel Grate - Clark Street","5200096","Bulley & Andrews Concrete Restoration, LLC",Municipal,,,,2020-04-16,,2024-08-06
1232145,UChicago Jai Yu Lab Remodel,"1200244 - UChicago Jai Yu Lab Remodel","1200244","Bulley & Andrews, LLC",Laboratory,,2020-06-01,2020-07-24,2020-06-01,2020-07-24,2024-03-19
1232150,Oakmont Way Balcony Repairs Phase 2,"5200097 - Oakmont Way Balcony Repairs Phase 2","5200097","Bulley & Andrews Concrete Restoration, LLC",Multi-Tenant,,,,2020-04-16,,2024-08-06
1232162,University of Chicago Searle 2nd Floor Renovation - Szostak Lab & Computational,"119272xx - University of Chicago Searle 2nd Floor Renovation - Szostak Lab & Computational","119272xx","Bulley & Andrews, LLC",Laboratory,Renovation of 2nd floor of Searle for new wet laboratories for Jack Szostak and associated offices and support spaces.  Also includes renovation of south half of floor for computational sciences offices,2022-03-28,2022-09-30,2022-03-28,2022-09-30,2024-03-19
1232646,Chicago Union Station,"4200193 - Chicago Union Station","4200193","Bulley & Andrews Masonry Restoration, LLC",Commercial,"The area of work is limited to the Clinton Street façade, from grade up to the 3rd floor parapet. The scope includes 100% repointing of the limestone, isolated limestone repair/replacement, parapet wall rehabilitation, 2nd floor light court roofing replacement, and alternates for additional limestone replacement, granite flame finish and limestone cleaning.",,,2020-04-17,,2024-08-06
1232718,TEST - Depaul SOM,"12345 - TEST - Depaul SOM","12345","Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,2020-05-04,,2020-05-04,,2024-03-19
1233011,"1660 N LaSalle Parking Garage Repairs","4200194 - 1660 N LaSalle Parking Garage Repairs","4200194","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-04-17,,2024-08-06
1233287,Restoration of Pool Deck at Munster High School (Indiana),"5200098 - Restoration of Pool Deck at Munster High School (Indiana)","5200098","Bulley & Andrews Concrete Restoration, LLC",Commercial,,,,2020-04-17,,2024-08-06
1233982,Belden Stratford,"4200195 - Belden Stratford","4200195","Bulley & Andrews Masonry Restoration, LLC",Commercial,,,,2020-04-20,,2024-08-06
1234166,Cosmopolitan Apartments,"4200196 - Cosmopolitan Apartments","4200196","Bulley & Andrews Masonry Restoration, LLC",Residential,,,,2020-04-20,,2024-08-06
1234811,"616 W Fulton Facade Repairs","4200197 - 616 W Fulton Facade Repairs","4200197","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-08-10,,2020-08-10,,2024-03-19
1234905,"1735 N. Ashland (trash enclosure)","4200198 - 1735 N. Ashland (trash enclosure)","4200198","Bulley & Andrews Masonry Restoration, LLC",Mixed-Use Space,,,,2020-04-20,,2024-08-06
1235218,"220 E. Illinois Stair Opening","5200099 - 220 E. Illinois Stair Opening","5200099","Bulley & Andrews Concrete Restoration, LLC",Commercial,,,,2020-04-21,,2024-08-06
1235608,(Boston) Hilton Vaulted Sidewalk Repairs,"5200100 - (Boston) Hilton Vaulted Sidewalk Repairs","5200100","Bulley & Andrews Concrete Restoration, LLC",Historical Restoration,,2020-05-08,2020-12-31,2020-05-08,2020-12-31,2024-08-06
1238187,"3033 N. Sheridan - Facade Repairs","4200201 - 3033 N. Sheridan - Facade Repairs","4200201","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-05-01,2020-05-01,2020-05-01,2020-05-01,2024-08-06
1240785,"209 E Lake Shore Dr. (penthouse)","4200187 - 209 E Lake Shore Dr. (penthouse)","4200187","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-05-01,2020-05-29,2020-05-01,2020-05-29,2024-03-19
1241928,Intrinsic Charter School,"4200200 - Intrinsic Charter School","4200200","Bulley & Andrews Masonry Restoration, LLC",K-12 School,,2020-05-04,2020-05-29,2020-05-04,2020-05-29,2024-03-19
1242132,Monadnock (Federal Elevation Fire Escape),"4200199 - Monadnock (Federal Elevation Fire Escape)","4200199","Bulley & Andrews Masonry Restoration, LLC",Historical Restoration,,2020-04-28,2020-07-04,2020-04-28,2020-07-04,2024-03-19
1242603,Royal Sonesta Chicago Riverfront,"1200127 - Royal Sonesta Chicago Riverfront","1200127","Bulley & Andrews, LLC",Hospitality,Model room renovations,2020-05-05,2020-06-25,2020-05-04,2020-06-19,2024-03-19
1242638,Covid Tracking 2020,"520_C19 - Covid Tracking 2020","520_C19","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,2020-04-20,2021-07-30,2020-04-20,2021-07-30,2024-08-06
1243251,"1755 E 55th St","4200202 - 1755 E 55th St","4200202","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,2020-06-08,2020-07-03,2020-06-08,2020-07-03,2024-08-06
1243377,St. Agnes of Bohemia Parish,"4200203 - St. Agnes of Bohemia Parish","4200203","Bulley & Andrews Masonry Restoration, LLC",Sacred / Religious Space,,2020-04-29,2020-05-12,2020-04-29,2020-05-12,2024-08-06
1243476,Promontory Apartments Facade inspections and Limited Repairs,"4200204 - Promontory Apartments Facade inspections and Limited Repairs","4200204","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-04-29,2020-05-14,2020-04-29,2020-05-14,2024-08-06
1243826,Bulley & Andrews Internal Files,ba_docs - Bulley & Andrews Internal Files,ba_docs,"Bulley & Andrews, LLC",Cleanroom / Controlled Environment Spaces,Internal project for B&A documents including the Pursuit & Award Log,2020-04-29,2020-04-29,2020-04-29,2020-04-29,2024-08-06
1243916,Deerpath Inn Injection,"5200101 - Deerpath Inn Injection","5200101","Bulley & Andrews Concrete Restoration, LLC",Commercial,,2020-04-30,2020-05-07,2020-04-30,2020-05-07,2024-08-06
1245575,Mondrian Hotel - NDC Seismic Ordinance,"5200102 - Mondrian Hotel - NDC Seismic Ordinance","5200102","Bulley & Andrews Concrete Restoration, LLC",Hospitality,Seismic retrofit,2020-04-30,2020-04-30,2020-04-30,2020-04-30,2024-08-06
1247539,"2020 Balcony Repair Replacement_The Parkshore Cooperative","5200103 - 2020 Balcony Repair Replacement_The Parkshore Cooperative","5200103","Bulley & Andrews Concrete Restoration, LLC",Multi-Tenant,,2020-05-11,2020-05-11,2020-05-11,2020-05-11,2024-08-06
1247587,Gallery of Park Ridge Condominiums,"4200206 - Gallery of Park Ridge Condominiums","4200206","Bulley & Andrews Masonry Restoration, LLC",Multi-Tenant,,2020-06-15,2020-08-28,2020-06-15,2020-08-28,2024-08-06
1248034,"183 W Monroe Garage TBM","5200104 - 183 W Monroe Garage TBM","5200104","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,Minor concrete patch and TBM re-coat,2020-05-04,2020-05-04,2020-05-04,2020-05-04,2024-08-06
1248157,"909 Davis St Facade Repairs","4200205 - 909 Davis St Facade Repairs","4200205","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-06-01,2020-07-03,2020-06-01,2020-07-03,2024-08-06
1248841,Mayslake Hall (inspection),"4200207 - Mayslake Hall (inspection)","4200207","Bulley & Andrews Masonry Restoration, LLC",Municipal,,2020-05-05,2020-05-05,2020-05-05,2020-05-05,2024-03-19
1248888,"Boston Westin Waterfront Hotel, Garage Repair","5200105 - Boston Westin Waterfront Hotel, Garage Repair","5200105","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,Garage repair,2020-05-05,2020-05-05,2020-05-05,2020-05-05,2024-08-06
1248965,NU Technological Institute,"4200208 - NU Technological Institute","4200208","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-05-07,2020-06-05,2020-05-07,2020-06-05,2024-03-19
1249524,disable,inactive - disable,inactive,"Bulley & Andrews Masonry Restoration, LLC",Higher Ed,,2020-06-15,2020-09-07,2020-06-15,2020-09-07,2024-03-19
1249717,Optima Towers - Mechanical Well Repairs,"4200211 - Optima Towers - Mechanical Well Repairs","4200211","Bulley & Andrews Masonry Restoration, LLC",Residential,,2020-05-05,2020-05-05,2020-05-05,2020-05-05,2024-08-06
1251112,IU Teter Quad Tunnel - Waterproofing,"5200106 - IU Teter Quad Tunnel - Waterproofing","5200106","Bulley & Andrews Concrete Restoration, LLC",Higher Ed,Tunnel waterproofing,2020-05-06,2020-05-06,2020-05-06,2020-05-06,2024-08-06
1252257,"Glenbrook Hospital, Electrical Vault Lid Repair","5200107 - Glenbrook Hospital, Electrical Vault Lid Repair","5200107","Bulley & Andrews Concrete Restoration, LLC",Healthcare,"Patch concrete, seal cracks and install TBM",2020-05-07,2020-05-07,2020-05-07,2020-05-07,2024-08-06
1252873,GLA Summer Work 2020,"1200100 - GLA Summer Work 2020","1200100","Bulley & Andrews, LLC",K-12 School,Interior renovation,2020-06-08,2020-08-14,2020-06-08,2020-08-14,2024-03-19
1252990,Lake County Parking Garage Repairs & Rehab,"5200108 - Lake County Parking Garage Repairs & Rehab","5200108","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,2020-05-12,2020-12-31,2020-05-12,2020-12-31,2024-08-06
1253063,rmoreno,"12345 - rmoreno","12345","Bulley & Andrews Masonry Restoration, LLC",Corporate,,2020-05-13,2020-05-27,2020-05-13,2020-05-27,2024-03-19
1253247,WeWork 222 Riverside 16th Floor,"1200253 - WeWork 222 Riverside 16th Floor","1200253","Bulley & Andrews, LLC",Corporate,Interior buildout for WeWork on the 16th floor of office building. ,2020-08-24,2020-12-22,2020-08-24,2020-12-22,2024-08-06
1254212,"1130 S Michigan Second Floor, East Entry & Loading Dock","5200109 - 1130 S Michigan Second Floor, East Entry & Loading Dock","5200109","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,"The project involves waterproofing replacement, paver replacement, concrete repairs, topping and coating to the following areas at 1130 South Michigan Avenue:

East Side Entry
West Side Loading Dock
Second Floor: North and South Amenity Decks
Lower Level",2019-04-01,2020-12-31,2019-04-01,2020-12-31,2024-08-06
1254322,Wrigley Building,"4200212 - Wrigley Building","4200212","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-05-11,2020-05-28,2020-05-11,2020-05-28,2024-08-06
1254428,"1006 S Michigan Ave","4200213 - 1006 S Michigan Ave","4200213","Bulley & Andrews Masonry Restoration, LLC",Commercial,,2020-05-11,2020-05-27,2020-05-11,2020-05-27,2024-08-06
1255507,Sandburg Village - Germania Place Slab Repair,"5200110 - Sandburg Village - Germania Place Slab Repair","5200110","Bulley & Andrews Concrete Restoration, LLC",Residential,,2020-05-12,2020-12-31,2020-05-12,2020-12-31,2024-08-06
1255647,"Hyatt Lodge, Oak Brook - Entrance Planter Waterproofing","5200111 - Hyatt Lodge, Oak Brook - Entrance Planter Waterproofing","5200111","Bulley & Andrews Concrete Restoration, LLC",Hospitality,Replace failed waterproofing at two planter boxes at lobby entrance,2020-05-12,2020-05-12,2020-05-12,2020-05-12,2024-08-06
1256239,O'Hare Plaza - Metal flashing,"5200112 - O'Hare Plaza - Metal flashing","5200112","Bulley & Andrews Concrete Restoration, LLC",Commercial,,2020-05-12,2020-05-15,2020-05-12,2020-05-15,2024-08-06
1256456,"1819 S Michigan","4200216 - 1819 S Michigan","4200216","Bulley & Andrews Masonry Restoration, LLC",Historical Restoration,,2020-05-12,2020-05-13,2020-05-12,2020-05-13,2024-08-06
1256941,Highland Landmark II 2020 Garage Maintenance,"5200113 - Highland Landmark II 2020 Garage Maintenance","5200113","Bulley & Andrews Concrete Restoration, LLC",Parking Facility,,2020-05-19,2020-12-31,2020-05-19,2020-12-31,2024-08-06
